slug,imageNumber,shotType,prompt,outputPath
"kids-floral-print-dress-41","2","PACKSHOT NO MODEL","professional product photography, floral print dress in pink color, ghost mannequin style, invisible mannequin technique, floating garment effect, clean white background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-floral-print-dress-41/2.jpg"
"kids-floral-print-dress-41","3","MODEL LIFESTYLE","lifestyle fashion photography, kids' floral print dress in pink color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, editorial lifestyle aesthetic, high fashion, street style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-floral-print-dress-41/3.jpg"
"kids-floral-print-dress-41","4","DETAIL MACRO","macro photography, extreme close-up detail shot of floral print dress in pink color, fabric texture detail, material weave, 100% Cotton, professional product detail photography, studio lighting, sharp focus, luxury fashion detail, textile close-up, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-floral-print-dress-41/4.jpg"
"kids-classic-polo-shirt-42","1","MODEL HERO","high fashion editorial photography, kids' classic polo shirt in navy color, professional fashion model wearing the garment, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, editorial style, Vogue magazine style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-classic-polo-shirt-42/1.jpg"
"kids-classic-polo-shirt-42","2","PACKSHOT NO MODEL","professional product photography, classic polo shirt in navy color, ghost mannequin style, invisible mannequin technique, floating garment effect, clean white background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-classic-polo-shirt-42/2.jpg"
"kids-classic-polo-shirt-42","3","MODEL LIFESTYLE","lifestyle fashion photography, kids' classic polo shirt in navy color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, editorial lifestyle aesthetic, high fashion, street style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-classic-polo-shirt-42/3.jpg"
"kids-classic-polo-shirt-42","4","DETAIL MACRO","macro photography, extreme close-up detail shot of classic polo shirt in navy color, fabric texture detail, material weave, 60% Cotton, professional product detail photography, studio lighting, sharp focus, luxury fashion detail, textile close-up, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-classic-polo-shirt-42/4.jpg"
"kids-denim-jeans-43","1","MODEL HERO","high fashion editorial photography, kids' denim jeans in blue color, professional fashion model wearing the garment, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, editorial style, Vogue magazine style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-denim-jeans-43/1.jpg"
"kids-denim-jeans-43","2","PACKSHOT NO MODEL","professional product photography, denim jeans in blue color, ghost mannequin style, invisible mannequin technique, floating garment effect, clean white background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-denim-jeans-43/2.jpg"
"kids-denim-jeans-43","3","MODEL LIFESTYLE","lifestyle fashion photography, kids' denim jeans in blue color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, editorial lifestyle aesthetic, high fashion, street style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-denim-jeans-43/3.jpg"
"kids-denim-jeans-43","4","DETAIL MACRO","macro photography, extreme close-up detail shot of denim jeans in blue color, fabric texture detail, material weave, 98% Cotton, professional product detail photography, studio lighting, sharp focus, luxury fashion detail, textile close-up, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-denim-jeans-43/4.jpg"
"kids-tutu-dress-44","1","MODEL HERO","high fashion editorial photography, kids' tutu dress in pink color, professional fashion model wearing the garment, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, editorial style, Vogue magazine style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-tutu-dress-44/1.jpg"
"kids-tutu-dress-44","2","PACKSHOT NO MODEL","professional product photography, tutu dress in pink color, ghost mannequin style, invisible mannequin technique, floating garment effect, clean white background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-tutu-dress-44/2.jpg"
"kids-tutu-dress-44","3","MODEL LIFESTYLE","lifestyle fashion photography, kids' tutu dress in pink color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, editorial lifestyle aesthetic, high fashion, street style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-tutu-dress-44/3.jpg"
"kids-tutu-dress-44","4","DETAIL MACRO","macro photography, extreme close-up detail shot of tutu dress in pink color, fabric texture detail, material weave, 100% Polyester, professional product detail photography, studio lighting, sharp focus, luxury fashion detail, textile close-up, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-tutu-dress-44/4.jpg"
"kids-hooded-sweatshirt-45","1","MODEL HERO","high fashion editorial photography, kids' hooded sweatshirt in navy color, professional fashion model wearing the garment, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, editorial style, Vogue magazine style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-hooded-sweatshirt-45/1.jpg"
"kids-hooded-sweatshirt-45","2","PACKSHOT NO MODEL","professional product photography, hooded sweatshirt in navy color, ghost mannequin style, invisible mannequin technique, floating garment effect, clean white background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-hooded-sweatshirt-45/2.jpg"
"kids-hooded-sweatshirt-45","3","MODEL LIFESTYLE","lifestyle fashion photography, kids' hooded sweatshirt in navy color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, editorial lifestyle aesthetic, high fashion, street style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-hooded-sweatshirt-45/3.jpg"
"kids-hooded-sweatshirt-45","4","DETAIL MACRO","macro photography, extreme close-up detail shot of hooded sweatshirt in navy color, fabric texture detail, material weave, 80% Cotton, professional product detail photography, studio lighting, sharp focus, luxury fashion detail, textile close-up, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-hooded-sweatshirt-45/4.jpg"
"kids-cardigan-46","1","MODEL HERO","high fashion editorial photography, kids' cardigan in pink color, professional fashion model wearing the garment, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, editorial style, Vogue magazine style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-cardigan-46/1.jpg"
"kids-cardigan-46","2","PACKSHOT NO MODEL","professional product photography, cardigan in pink color, ghost mannequin style, invisible mannequin technique, floating garment effect, clean white background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-cardigan-46/2.jpg"
"kids-cardigan-46","3","MODEL LIFESTYLE","lifestyle fashion photography, kids' cardigan in pink color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, editorial lifestyle aesthetic, high fashion, street style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-cardigan-46/3.jpg"
"kids-cardigan-46","4","DETAIL MACRO","macro photography, extreme close-up detail shot of cardigan in pink color, fabric texture detail, material weave, 100% Cotton, professional product detail photography, studio lighting, sharp focus, luxury fashion detail, textile close-up, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-cardigan-46/4.jpg"
"kids-sneakers-47","1","MODEL HERO","high fashion editorial photography, kids' sneakers in white color, professional fashion model wearing the garment, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, editorial style, Vogue magazine style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-sneakers-47/1.jpg"
"kids-sneakers-47","2","PACKSHOT NO MODEL","professional product photography, sneakers in white color, ghost mannequin style, invisible mannequin technique, floating garment effect, clean white background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-sneakers-47/2.jpg"
"kids-sneakers-47","3","MODEL LIFESTYLE","lifestyle fashion photography, kids' sneakers in white color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, editorial lifestyle aesthetic, high fashion, street style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-sneakers-47/3.jpg"
"kids-sneakers-47","4","DETAIL MACRO","macro photography, extreme close-up detail shot of sneakers in white color, fabric texture detail, material weave, Synthetic Upper, professional product detail photography, studio lighting, sharp focus, luxury fashion detail, textile close-up, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-sneakers-47/4.jpg"
"kids-party-dress-48","1","MODEL HERO","high fashion editorial photography, kids' party dress in red color, professional fashion model wearing the garment, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, editorial style, Vogue magazine style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-party-dress-48/1.jpg"
"kids-party-dress-48","2","PACKSHOT NO MODEL","professional product photography, party dress in red color, ghost mannequin style, invisible mannequin technique, floating garment effect, clean white background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-party-dress-48/2.jpg"
"kids-party-dress-48","3","MODEL LIFESTYLE","lifestyle fashion photography, kids' party dress in red color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, editorial lifestyle aesthetic, high fashion, street style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-party-dress-48/3.jpg"
"kids-party-dress-48","4","DETAIL MACRO","macro photography, extreme close-up detail shot of party dress in red color, fabric texture detail, material weave, 100% Polyester, professional product detail photography, studio lighting, sharp focus, luxury fashion detail, textile close-up, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-party-dress-48/4.jpg"
"kids-cargo-shorts-49","1","MODEL HERO","high fashion editorial photography, kids' cargo shorts in khaki color, professional fashion model wearing the garment, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, editorial style, Vogue magazine style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-cargo-shorts-49/1.jpg"
"kids-cargo-shorts-49","2","PACKSHOT NO MODEL","professional product photography, cargo shorts in khaki color, ghost mannequin style, invisible mannequin technique, floating garment effect, clean white background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-cargo-shorts-49/2.jpg"
"kids-cargo-shorts-49","3","MODEL LIFESTYLE","lifestyle fashion photography, kids' cargo shorts in khaki color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, editorial lifestyle aesthetic, high fashion, street style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-cargo-shorts-49/3.jpg"
"kids-cargo-shorts-49","4","DETAIL MACRO","macro photography, extreme close-up detail shot of cargo shorts in khaki color, fabric texture detail, material weave, 100% Cotton, professional product detail photography, studio lighting, sharp focus, luxury fashion detail, textile close-up, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-cargo-shorts-49/4.jpg"
"kids-leggings-50","1","MODEL HERO","high fashion editorial photography, kids' leggings in black color, professional fashion model wearing the garment, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, editorial style, Vogue magazine style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-leggings-50/1.jpg"
"kids-leggings-50","2","PACKSHOT NO MODEL","professional product photography, leggings in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, clean white background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-leggings-50/2.jpg"
"kids-leggings-50","3","MODEL LIFESTYLE","lifestyle fashion photography, kids' leggings in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, editorial lifestyle aesthetic, high fashion, street style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-leggings-50/3.jpg"
"kids-leggings-50","4","DETAIL MACRO","macro photography, extreme close-up detail shot of leggings in black color, fabric texture detail, material weave, 95% Cotton, professional product detail photography, studio lighting, sharp focus, luxury fashion detail, textile close-up, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-leggings-50/4.jpg"
